content,cleaned_content,score,sentiment,label_used,text_source
"Aplikasinya mudah digunakan, aktivasinya juga simpel",aplikasinya mudah digunakan aktivasinya juga simpel,5,positive,positive,score_augmented
"Aplikasi digital banking yang bermasalah untuk kebutuhan finansial. CS tidak responsif menanggapi keluhan user, ditambah FORCED SUBSCRIPTION FEE tanpa peningkatan performa yang berarti",aplikasi digital banking yang bermasalah untuk kebutuhan finansial c tidak responsif menanggapi keluhan user ditambah forced subscription fee tanpa peningkatan performa yang berarti,1,negative,negative,score_augmented
"It's slow for low end phone, then when i change my phone it has a difficult process to migrate, when the first time i use this app everything is free now has a quota and minimum saving, fee on making new card and yes feesible. I would love to change my rating if everything is back like it used to be",slow low end phone change phone difficult process migrate first time use app everything free quota minimum saving fee making new card yes feesible would love change rating everything back like used,1,negative,negative,score_augmented
"Feesible sampah, gaada konfirmasi langsung sikat aja. The worst",feesible sampah gaada konfirmasi langsung sikat aja worst,1,negative,negative,score_augmented
Gak bisa login zzz,gak bisa login zzz,1,negative,negative,score_augmented
mempermudah transaksi segala macam pembayaran good job jenius,mempermudah transaksi segala macam pembayaran good job jenius,5,positive,positive,score_augmented
"Ancur bangetttt ni apps.. leletnya gak ketolong lagi ganggu banget kalo mau transfer. kalo gak karna ada fitur transfer rutin, gak akan pake ini",ancur bangetttt ni apps leletnya gak ketolong lagi ganggu banget kalo mau transfer kalo gak karna ada fitur transfer rutin gak akan pake ini,1,negative,negative,score_augmented
Php ke nasabah,php ke nasabah,1,negative,negative,score_augmented
"Aplikasinya membantu saya mengatur keuangan dengan fitur fitur yang tersedia di aplikasi ini, memudahkan dalam menstransfer hanya dalam satu aplikasi dan tersedia beberapa promo menarik serta menguntungkan. Terima kasih jenius",aplikasinya membantu saya mengatur keuangan dengan fitur fitur yang tersedia di aplikasi ini memudahkan dalam menstransfer hanya dalam satu aplikasi dan tersedia beberapa promo menarik serta menguntungkan terima kasih jenius,5,positive,positive,score_augmented
Loading need to long time,loading need long time,5,positive,positive,score_augmented
"Ga ribet si ni aplikasi, gampang dan mudah bgt buat daftar",ga ribet si ni aplikasi gampang dan mudah bgt buat daftar,5,positive,positive,score_augmented
Untung tau aplikasi ini pekerjaan menabung jd lebih gampang dan yg lebih penting safe pula jd tdk khawatir.,untung tau aplikasi ini pekerjaan menabung jd lebih gampang dan yg lebih penting safe pula jd tdk khawatir,5,positive,positive,score_augmented
Ini kenapa your session has expired terus?,ini kenapa session expired terus,1,negative,negative,score_augmented
Easy and friendly apps!,easy friendly apps,5,positive,positive,score_augmented
"VERY troublesome, Tried many times to login, but the apps alway prompt ""session login expired"" after setup the pin.. Please fix it ASAP",troublesome tried many time login apps alway prompt session login expired setup pin please fix asap,1,negative,negative,score_augmented
"Worst Digital Banking Apps Awal Awal menjanjikan banget, makin kesini aplikasi banking terberat, kasian sebenarnya jenius ini, semoga ada perbaikan signifikan, dulu gratis lancar smooth, pas ada feesible 10rb/bln malah makin hancur.. Semoga ga kehajar sama digital banking lainnya yang lebih smooth dan free.. Fyi per hari ini sudah saya tutup krn amat sangat tidak worth it",worst digital banking apps awal awal menjanjikan banget makin kesini aplikasi banking terberat kasian sebenarnya jenius ini semoga ada perbaikan signifikan dulu gratis lancar smooth pa ada feesible rbbln malah makin hancur semoga ga kehajar sama digital banking lainnya yang lebih smooth dan free fyi per hari ini sudah saya tutup krn amat sangat tidak worth,1,negative,negative,score_augmented
Gabisa login. Katanya harus unlink account dulu di device lama. Padahal aku gk ada ganti hp zzz,gabisa login katanya harus unlink account dulu di device lama padahal aku gk ada ganti hp zzz,1,negative,negative,score_augmented
"App jenius lagi kenapa ya? Dari kemaren mau top up/transfer lewat flip tidak bisa terus udah klick button next tampilan masih tetap sama tidak ada perubahan. Dari minggu"" lalu sudah tanya di SMBCI Care, disuruh melakukan restart hp, clear cache dll sudah saya lakukam tapj tetap sama. Mohon bantuannya",app jenius lagi kenapa ya dari kemaren mau top uptransfer lewat flip tidak bisa terus udah klick button next tampilan masih tetap sama tidak ada perubahan dari minggu lalu sudah tanya di smbci care disuruh melakukan restart hp clear cache dll sudah saya lakukam tapj tetap sama mohon bantuannya,3,neutral,neutral,score_augmented
"Ada rencana bikin lite version ga? Yang ga load data kebanyakan soalnya cuman butuh layanan banking transfer2 aja, butuh cepet loading apps dulu",ada rencana bikin lite version ga yang ga load data kebanyakan soalnya cuman butuh layanan banking transfer aja butuh cepet loading apps dulu,3,neutral,neutral,score_augmented
"Ga bisa login, PIN selalu incorrect, login pake pw kena session expired",ga bisa login pin selalu incorrect login pake pw kena session expired,1,negative,negative,score_augmented
nice program,nice program,5,positive,positive,score_augmented
"Help to track every expenses that i spent, Bravo Jenius",help track every expense spent bravo jenius,5,positive,positive,score_augmented
"Very not recomended. You guys should pay attention to your system more so it can provide good service. Took so long just to login and to load all the menu. Really guys, i used to love your service a long ago.",recomended guy pay attention system provide good service took long login load menu really guy used love service long ago,1,negative,negative,score_augmented
Such a good app good performance,good app good performance,5,positive,positive,score_augmented
Saya tidak dapat menghubungkan mata uang asing saya dengan M-CARD. Sudah complain tapi gak ada solusi.,saya tidak dapat menghubungkan mata uang asing saya dengan mcard sudah complain tapi gak ada solusi,1,negative,negative,score_augmented
"aplikasinya ok banget, membantu saya dalama menabung juga",aplikasinya ok banget membantu saya dalama menabung juga,5,positive,positive,score_augmented
Aplikasi banking paling lemot,aplikasi banking paling lemot,1,negative,negative,score_augmented
"It's a great app in general if I look at the facilities and services. I love it. BUT the app is soooooo slow to load now. Jenius used to be my main bank due to the convenience and many cards that I can have for different purposes, but I've moved to another app/bank because I can't transfer or make payments when I really need to. I see that many people are complaining about the same issue... Please fix it real soon!!",great app general look facility service love app soooooo slow load jenius used main bank due convenience many card different purpose ive moved another appbank cant transfer make payment really need see many people complaining issue please fix real soon,3,neutral,neutral,score_augmented
push notification OTP/verify kenapa harus masukin password lagi? bikin ribet jadi harus masukin password di awal dan pas verifikasi.,push notification otpverify kenapa harus masukin password lagi bikin ribet jadi harus masukin password di awal dan pa verifikasi,1,negative,negative,score_augmented
Gagal login terus,gagal login terus,1,negative,negative,score_augmented
"Ribet, saya suka gonta ganti hape orang nya, eh malah ribet banget masuk aplikasinya, karna gak bisa ganti device, dan harus tlp cs dulu deeh... ribeet!",ribet saya suka gonta ganti hape orang nya eh malah ribet banget masuk aplikasinya karna gak bisa ganti device dan harus tlp c dulu deeh ribeet,1,negative,negative,score_augmented
"Baru skrg saya merasakan buruknya sistem customer service lewat aplikasi ini. Saking cepatnya idle time dengan live agent saya sampai ganti 4 live agent hanya utk menyampaikan 1 masalah! Customer Service TIDAK BISA DIBURU2 apalagi kalo masalah uang. Nasabah dgn live agentnya juga perlu waktu buat mikir. Pengalaman konsultasi saya tidak efisien dan melelahkan. (6/7/25): Fitur cashcow awalnya jalan, dapet cashback dari transfer. Hari ini bukannya dapet cashback malah mindahin dari saldo aktif.",baru skrg saya merasakan buruknya sistem customer service lewat aplikasi ini saking cepatnya idle time dengan live agent saya sampai ganti live agent hanya utk menyampaikan masalah customer service tidak bisa diburu apalagi kalo masalah uang nasabah dgn live agentnya juga perlu waktu buat mikir pengalaman konsultasi saya tidak efisien dan melelahkan fitur cashcow awalnya jalan dapet cashback dari transfer hari ini bukannya dapet cashback malah mindahin dari saldo aktif,1,negative,negative,score_augmented
"Please make the application run smoother, loading process of the data was too slow, it doesn't update quickly when any changes happen.",please make application run smoother loading process data slow doesnt update quickly change happen,3,neutral,neutral,score_augmented
Saya gbs daftar,saya gb daftar,2,negative,negative,score_augmented
"I prefer design from earlier version before this update. Now i can't add balance to active balance directly from home page. I must open wealth tab first then choose my saver, then withdraw. It's more complicated steps than the previous version.",prefer design earlier version update cant add balance active balance directly home page must open wealth tab first choose saver withdraw complicated step previous version,3,neutral,neutral,score_augmented
Ganti perangkatnya aja susah banget. Telpon ke call centre. Kelamaan ngomong. Nelpon bolak balik habisin pulsa aja. Wew,ganti perangkatnya aja susah banget telpon ke call centre kelamaan ngomong nelpon bolak balik habisin pulsa aja wew,1,negative,negative,score_augmented
"Your session has expired muluu, padahal input semua sesuai prosedur",session expired muluu padahal input semua sesuai prosedur,1,negative,negative,score_augmented
i'm a long time user and it's never ceases to amaze me how this app managed to be worse and worse each time. like is there even a limit for the crapness? amazing.,im long time user never cease amaze app managed worse worse time like even limit crapness amazing,1,negative,negative,score_augmented
"Aplikasi nya fiturnya lengkap, bermanfaat semua, dan tidak menyulitkan. Mudah juga untuk aktivasi, terlebih ada m-banking juga",aplikasi nya fiturnya lengkap bermanfaat semua dan tidak menyulitkan mudah juga untuk aktivasi terlebih ada mbanking juga,5,positive,positive,score_augmented
"Akhir bulan gini lagi gajian mau kelola duit, nah app ga bisa di buka sudah beberapa hari crash. Kacau nih jenius, kacau-kacau",akhir bulan gini lagi gajian mau kelola duit nah app ga bisa di buka sudah beberapa hari crash kacau nih jenius kacaukacau,1,negative,negative,score_augmented
"Aplikasi sering error, susah donlot bukti transfer sampai terlogout sendiri. Sering saat akan transaksi tiba2 aplikasi tidak merespon, seperti freeze bahkan tdk bisa log out",aplikasi sering error susah donlot bukti transfer sampai terlogout sendiri sering saat akan transaksi tiba aplikasi tidak merespon seperti freeze bahkan tdk bisa log,3,neutral,neutral,score_augmented
"percuma punya akun ga bisa login di aplikasi,, login website pemeliharaan terus, gimana mau makenya aja susah, ga niat atau gmn",percuma punya akun ga bisa login di aplikasi login website pemeliharaan terus gimana mau makenya aja susah ga niat atau gmn,1,negative,negative,score_augmented
Aplikasi tolol mau daftar malah something wrong mulu,aplikasi tolol mau daftar malah something wrong mulu,1,negative,negative,score_augmented
"Aplikasi banking online yang bagus. Aktivasinya mudah. UI/UX nya cukup menarik dan eye catching. Aplikasinya cukup safe untuk transaksi, top up e wallet dan kebutuhan financial banking lainnya.",aplikasi banking online yang bagus aktivasinya mudah uiux nya cukup menarik dan eye catching aplikasinya cukup safe untuk transaksi top e wallet dan kebutuhan financial banking lainnya,5,positive,positive,score_augmented
"Maaf saya yg salah, udah saya kasih bintang 5",maaf saya yg salah udah saya kasih bintang,5,positive,positive,score_augmented
Puyeng nunggu loadnya lama bgt,puyeng nunggu loadnya lama bgt,2,negative,negative,score_augmented
Wheres the 2024 Tax Support Reporting form?,wheres tax support reporting form,1,negative,negative,score_augmented
"Very2 bad , Saldo Gw di ECard di Hold tanpa sebab (Alasanya sistem sedang mengalami kesalahn, Silahkan cobalagi), Gw hubungin ke Callcentere malah ( Team support kami sedang menaganin user lain, gitu aja terus sampai lebaran MONYET), Gw hubungin via Live Chat, Dibalas kagak di read doang iya, Saldo gw 2 digit ditahan coook!! Gimana ini cara kerja jenius? Scam kah?",bad saldo gw di ecard di hold tanpa sebab alasanya sistem sedang mengalami kesalahn silahkan cobalagi gw hubungin ke callcentere malah team support kami sedang menaganin user lain gitu aja terus sampai lebaran monyet gw hubungin via live chat dibalas kagak di read doang iya saldo gw digit ditahan coook gimana ini cara kerja jenius scam kah,1,negative,negative,score_augmented
"Banyak promo diskon pake jenius, UI / UX di aplikasinya juga bagus banget, gak nyesel download.",banyak promo diskon pake jenius ui ux di aplikasinya juga bagus banget gak nyesel download,5,positive,positive,score_augmented
"hampir tepat setaun so called feesible, kirain kalo dah mbayar jd lebih baik atau gak ya gak lemot gegara kebanyakan user, nyatanya? masih begitu. new UI UX? ""muka"" nya doang, bisa bayar Spotify & Netflix? welp belakangan yg saya tau merchant non 3ds di disable semua gara2 case saldo kesedot AWS. oh iya, saya masih nunggu bukti ucapan telemarketing yg dah 2 kali nelpon bilang kalo gak ngaktifin flexi cash fiturnya bakal dihapus 😂 PS : semoga berkah aja buat talent2 yg rate bintang 5 :)",hampir tepat setaun called feesible kirain kalo dah mbayar jd lebih baik atau gak ya gak lemot gegara kebanyakan user nyatanya masih begitu new ui ux muka nya doang bisa bayar spotify netflix welp belakangan yg saya tau merchant non d di disable semua gara case saldo kesedot aws oh iya saya masih nunggu bukti ucapan telemarketing yg dah kali nelpon bilang kalo gak ngaktifin flexi cash fiturnya bakal dihapus p semoga berkah aja buat talent yg rate bintang,1,negative,negative,score_augmented
"password ga bisa dimasukkann saat registrasi, suruh coba lagi tetap saja ga bisa yang akhirnya stuck tidak jadi daftar akun, uninstall aplikasi",password ga bisa dimasukkann saat registrasi suruh coba lagi tetap saja ga bisa yang akhirnya stuck tidak jadi daftar akun uninstall aplikasi,1,negative,negative,score_augmented
RIBET BANGET MAU LOGIN PAKAI HP BARU. RIWEH JIR UNINSTALL LAH,ribet banget mau login pakai hp baru riweh jir uninstall lah,1,negative,negative,score_augmented
"Applikasi the best.. aktifasinya mudah dan cepat.. tampilan app nya bener2 nyaman dan mudah banget... Memang app the best buat transaksi mbanking oke, buat top up ok apalagi top bener...",applikasi best aktifasinya mudah dan cepat tampilan app nya bener nyaman dan mudah banget memang app best buat transaksi mbanking oke buat top ok apalagi top bener,5,positive,positive,score_augmented
"You gotta fire the whole mobile team man, the app laggy af",gotta fire whole mobile team man app laggy af,1,negative,negative,score_augmented
"min, apakah gak ada improve bagi user experience? app nya lemot",min apakah gak ada improve bagi user experience app nya lemot,1,negative,negative,score_augmented
Aplikasi digital yang membantu sekali dalam membereskan masalah transaksi keuangan.😉,aplikasi digital yang membantu sekali dalam membereskan masalah transaksi keuangan,5,positive,positive,score_augmented
"Aplikasi kocak, baru daftar aja udah bermasalah",aplikasi kocak baru daftar aja udah bermasalah,1,negative,negative,score_augmented
Lamban,lamban,3,neutral,neutral,score_augmented
Sangat bermanfaat,sangat bermanfaat,5,positive,positive,score_augmented
pelayanan lelet,pelayanan lelet,1,negative,negative,score_augmented
"sekedar masukan, mgkn untuk User Interface tdk perlu terlalu berat, karna jadinya pas loading lama. sedangkan utk kita mau transaksi kita btuh cepat. transisi atau animasi bs di kecilin.. biar fungsi utama (cepat dan aman) maksimal. thank you",sekedar masukan mgkn untuk user interface tdk perlu terlalu berat karna jadinya pa loading lama sedangkan utk kita mau transaksi kita btuh cepat transisi atau animasi b di kecilin biar fungsi utama cepat dan aman maksimal thank,5,positive,positive,score_augmented
"semenjak install jenius, saya jadi semakin rajin menabung",semenjak install jenius saya jadi semakin rajin menabung,5,positive,positive,score_augmented
"Tidak bisa login, selalu muncul error ""your session has expired ....""",tidak bisa login selalu muncul error session expired,1,negative,negative,score_augmented
"When i try to login into a new device, i got notification session has expired. Please help me with that without contacting the call center",try login new device got notification session expired please help without contacting call center,1,negative,negative,score_augmented
"Banyak bug, mau buka kartu nggak bisa. (Bugnya hilang setelah saya uninstall Dan reinstall aplikasi)",banyak bug mau buka kartu nggak bisa bugnya hilang setelah saya uninstall dan reinstall aplikasi,3,neutral,neutral,score_augmented
"My favorite banking app. Very user friendly, especially when travelling abroad you can do transactions with local currency.",favorite banking app user friendly especially travelling abroad transaction local currency,5,positive,positive,score_augmented
Aksesnya semakin cepat. Mantap perbaikannya,aksesnya semakin cepat mantap perbaikannya,5,positive,positive,score_augmented
Tidak bisa login dengan device baru .. mohon segera perbaikann,tidak bisa login dengan device baru mohon segera perbaikann,1,negative,negative,score_augmented
"jenius help isn't helping at all, only chatbot is answering. when choose chat to agent, its just stuck on ""mohon menunggu"" again and again!",jenius help isnt helping chatbot answering choose chat agent stuck mohon menunggu,1,negative,negative,score_augmented
"Tolong dipermudah untuk cara unlink account nya, sekarang saya tidak bisa login ke account jenius 😑",tolong dipermudah untuk cara unlink account nya sekarang saya tidak bisa login ke account jenius,1,negative,negative,score_augmented
There are a lot of bugs and errors. I can't log in at all.,lot bug error cant log,1,negative,negative,score_augmented
"aktifasi untuk pertama kali mudah dan simple banget! aplikasi bank yg menurutku UI UX nya simple dan gak ribet! mulai dari top up e wallet, menabung, sampai m banking nya bisa dan gampang. cara yg safe buat beli spotify premium dan netflix! gak nyesel!",aktifasi untuk pertama kali mudah dan simple banget aplikasi bank yg menurutku ui ux nya simple dan gak ribet mulai dari top e wallet menabung sampai banking nya bisa dan gampang cara yg safe buat beli spotify premium dan netflix gak nyesel,5,positive,positive,score_augmented
"Aplikasi jenius ini sangat membantu sekali... Menabung jadi mudah, tidak harus ke bank langsung.. selain itu mempermudah sekali dalam urusan payment dan top up yang anti ribet... Untuk open rekening dan aktivasinya juga sangat mudah dan cepat... really love this app so much",aplikasi jenius ini sangat membantu sekali menabung jadi mudah tidak harus ke bank langsung selain itu mempermudah sekali dalam urusan payment dan top yang anti ribet untuk open rekening dan aktivasinya juga sangat mudah dan cepat really love app much,5,positive,positive,score_augmented
"Sangat mudah mengaktivasikan nya, mudah digunakan, dan salah satu aplikasi yang dapat membayar netflix dan sebagainya juga menyimpan uang dengan baik.",sangat mudah mengaktivasikan nya mudah digunakan dan salah satu aplikasi yang dapat membayar netflix dan sebagainya juga menyimpan uang dengan baik,5,positive,positive,score_augmented
"Wowww great aplikasi, sangat mudah digunakan aktivasi, e wallet, bank, mobile banking, menabung, debit card, top up dan semua fiturnya sangat mudah di gunakan, Terimakasih",wowww great aplikasi sangat mudah digunakan aktivasi e wallet bank mobile banking menabung debit card top dan semua fiturnya sangat mudah di gunakan terimakasih,5,positive,positive,score_augmented
"Aplikasinya memiliki tampilan bagus dan fungsionalitas yang lengkap, namun leletnya minta ampun.",aplikasinya memiliki tampilan bagus dan fungsionalitas yang lengkap namun leletnya minta ampun,2,negative,negative,score_augmented
"CONGRATULATION!1!1!1! YOU JUST CREATED THE MOST UNRELIABLE FACIAL RECOGNITION FEATURE I'VE EVER USED 🥰🥰🥰 or perhaps it's consistently failing because I'm not a human 🤨🤨🤨 what ""face the camera directly"" even means(??) 😞😞",congratulation created unreliable facial recognition feature ive ever used perhaps consistently failing im human face camera directly even mean,2,negative,negative,score_augmented
Got problem with tapcash...,got problem tapcash,4,positive,positive,score_augmented
It won't even log me in.,wont even log,1,negative,negative,score_augmented
"Aplikasi tidak bisa logout, jelek banget",aplikasi tidak bisa logout jelek banget,1,negative,negative,score_augmented
"Jenius ini bagus lho program2nya, sangat membantu ketika pergi ke luar negeri nggak perlu repot nuker2 duit dari Indonesia. Udah gitu bisa di pos2 tabungannya, jadi membantu manajemen keuangan juga. Tapiii..sayang banget kalo sering error. Aplikasinya lambat dan berat banget. Kalo pas lagi mau bayar di depan kasir tiba2 error kan malu banget. Akses satu2nya cuma dari aplikasi, nggak ada backup yg lain. edited, udah ok sekarang",jenius ini bagus lho programnya sangat membantu ketika pergi ke luar negeri nggak perlu repot nuker duit dari indonesia udah gitu bisa di po tabungannya jadi membantu manajemen keuangan juga tapiiisayang banget kalo sering error aplikasinya lambat dan berat banget kalo pa lagi mau bayar di depan kasir tiba error kan malu banget akses satunya cuma dari aplikasi nggak ada backup yg lain edited udah ok sekarang,5,positive,positive,score_augmented
tunggu verifikasi data dan suruh daftar ulang muluu,tunggu verifikasi data dan suruh daftar ulang muluu,2,negative,negative,score_augmented
Gak bisa masuk kalo Ganti hp,gak bisa masuk kalo ganti hp,1,negative,negative,score_augmented
Update terbaru parah bangetttt,update terbaru parah bangetttt,2,negative,negative,score_augmented
"""Your session has expired bla bla bla"" problem on my new device..",session expired bla bla bla problem new device,1,negative,negative,score_augmented
"Loading lambat & agak ribet, kurang user friendly",loading lambat agak ribet kurang user friendly,3,neutral,neutral,score_augmented
"Tiap bulan bayar feasible 10k, tapi aplikasinya bikin malas digunakan. Loading lama, tidak smoth. Biaya buat kartunya mahal",tiap bulan bayar feasible k tapi aplikasinya bikin malas digunakan loading lama tidak smoth biaya buat kartunya mahal,1,negative,negative,score_augmented
"Aplikasi error, Rusak",aplikasi error rusak,1,negative,negative,score_augmented
"I like this application, very easy to use and very helpful in making various purchases online. Good job genius",like application easy use helpful making various purchase online good job genius,5,positive,positive,score_augmented
Aplikasi yang sangat menyusahkan! Tidak responsif dan selalu gagal login! Update malah tambah useless!,aplikasi yang sangat menyusahkan tidak responsif dan selalu gagal login update malah tambah useless,1,negative,negative,score_augmented
Session expired always,session expired always,1,negative,negative,score_augmented
"aktivasinya mudah saya bisa menggunakan aplikasi jenius untuk mentransfer antar bank dengan mudah, juga memudahkan saya untuk top up e-wallet juga berlangganan aplikasi seperti netflix, spotify, dll.",aktivasinya mudah saya bisa menggunakan aplikasi jenius untuk mentransfer antar bank dengan mudah juga memudahkan saya untuk top ewallet juga berlangganan aplikasi seperti netflix spotify dll,5,positive,positive,score_augmented
"Salah satu aplikasi mbanking yang paling praktis, juga memudahkan proses transfer.",salah satu aplikasi mbanking yang paling praktis juga memudahkan prose transfer,5,positive,positive,score_augmented
Worst app ever. Nge-charge penalti secara sengaja.,worst app ever ngecharge penalti secara sengaja,1,negative,negative,score_augmented
Baru daftar ditolak. Wkwkkwwk,baru daftar ditolak wkwkkwwk,1,negative,negative,score_augmented
"Sangat sulit untuk memindah aplikasi jenius ke gadget lain. Aplikasi jenius di hp lama sdh diuninstall, tp sangat sulit utk menginstall ulang ke yg baru.",sangat sulit untuk memindah aplikasi jenius ke gadget lain aplikasi jenius di hp lama sdh diuninstall tp sangat sulit utk menginstall ulang ke yg baru,1,negative,negative,score_augmented
"Kebijakan unlink device tidak bisa via aplikasi sangat tidak setuju. Apabila ada kebijakan itu karena user masih ada yang mengirim OTP kepada pihak lain, itu adalah kesalahan user tersebut mengapa yang lain ikut ribet?",kebijakan unlink device tidak bisa via aplikasi sangat tidak setuju apabila ada kebijakan itu karena user masih ada yang mengirim otp kepada pihak lain itu adalah kesalahan user tersebut mengapa yang lain ikut ribet,2,negative,negative,score_augmented
I much prefer the old apo than the newer one. It is soooooooo bloody slow!,much prefer old apo newer one soooooooo bloody slow,1,negative,negative,score_augmented
"aplikasi jenius ini ngebantu kita banget untuk pembelian barang, top up uangnya juga gampang dan mempermudah karna kita gausah bw2 dompet udh kebantu bgt e wallet nya jenius",aplikasi jenius ini ngebantu kita banget untuk pembelian barang top uangnya juga gampang dan mempermudah karna kita gausah bw dompet udh kebantu bgt e wallet nya jenius,5,positive,positive,score_augmented
Aplikasi bank yang mempermudah saya melakukan transaksi dan menabung,aplikasi bank yang mempermudah saya melakukan transaksi dan menabung,5,positive,positive,score_augmented
Aktivasi mudah,aktivasi mudah,5,positive,positive,score_augmented
"sangat TIDAK puas dengan bank ini, rumit cuman mau nutup rek dan kartu kredit. di tengah Jenius help call, telp saya terputus dan tdk ada telp balik, pdhl verifikasi data saya sudah selesai, lalu saya chat ke jenius chat, belum masuk. mau nelp 10,000 x mungkin utk nutup rek. Rate milesnya juga makin lama makin mengecil, sudah la boleh pindah kelain hati.",sangat tidak puas dengan bank ini rumit cuman mau nutup rek dan kartu kredit di tengah jenius help call telp saya terputus dan tdk ada telp balik pdhl verifikasi data saya sudah selesai lalu saya chat ke jenius chat belum masuk mau nelp x mungkin utk nutup rek rate milesnya juga makin lama makin mengecil sudah la boleh pindah kelain hati,1,negative,negative,score_augmented
"I'll closed my jenius account because i can't move my jenius account from old device to new device, even i was call customer service and doesn't help, they sent me a link for video call and can't be opened.",ill closed jenius account cant move jenius account old device new device even call customer service doesnt help sent link video call cant opened,1,negative,negative,score_augmented
Aplikasi perbankan yang bagus dan recomend untuk di download!!! Apalagi untuk pembayaran menggunakan mbanking><👍,aplikasi perbankan yang bagus dan recomend untuk di download apalagi untuk pembayaran menggunakan mbanking,5,positive,positive,score_augmented
"Aplikasi nya sangat bagus, mempermudah transaksi online, dan membantu aktivitas untuk menabung",aplikasi nya sangat bagus mempermudah transaksi online dan membantu aktivitas untuk menabung,5,positive,positive,score_augmented
Thumbs up! Udah bener nih appsnya setelah bbrp kali update dr feb crash terus 😘,thumb udah bener nih appsnya setelah bbrp kali update dr feb crash terus,4,positive,positive,score_augmented
"Pakai aplikasi jenius, semua jadi serba mudah. Disini kita mudah melakukan aktivasi akun, lalu top up apapun jadi serba mudah. Senang pakai jenius!",pakai aplikasi jenius semua jadi serba mudah disini kita mudah melakukan aktivasi akun lalu top apapun jadi serba mudah senang pakai jenius,5,positive,positive,score_augmented
"Gak bisa login mulu, kenapa ya?",gak bisa login mulu kenapa ya,2,negative,negative,score_augmented
"TOLONG SISTEMNYA DIPERBAIKI JADI LEBIH BAIK LAGI. SETIAP HENDAK MELAKUKAN FACE RECOGNITION, SELALU TERDETEKSI SALAH, MAU BERAPAKALIPUN PERCOBAANNYA. SELALU BARU BISA TERDETEKSI SETELAH BEBERAPA, SETELAH PEMBATASAN 5 KALI KEGAGALAN DALAM SEHARI. BENAR-BENAR SANGAT MENYUSAHKAN KESEHARIAN, KETIKA BUTUH UANG TETAPI AKUN JENIUS TIDAK BISA LOGIN. KALAU BISA HAPUSKAN SAJA FITUR FACE RECOGNITION ITU, YANG ADA MALAH MENYUSAHKAN PENGGUNA!!!!!!",tolong sistemnya diperbaiki jadi lebih baik lagi setiap hendak melakukan face recognition selalu terdeteksi salah mau berapakalipun percobaannya selalu baru bisa terdeteksi setelah beberapa setelah pembatasan kali kegagalan dalam sehari benarbenar sangat menyusahkan keseharian ketika butuh uang tetapi akun jenius tidak bisa login kalau bisa hapuskan saja fitur face recognition itu yang ada malah menyusahkan pengguna,1,negative,negative,score_augmented
"I cant log in, the session always expired... worse mobile banking apps ever... apps dari bank lain mudah kalo mau install d perangkat baru. Cuma jenius yg hrs tlp call center buat bs install d hp baru. Ribet.",cant log session always expired worse mobile banking apps ever apps dari bank lain mudah kalo mau install perangkat baru cuma jenius yg hr tlp call center buat b install hp baru ribet,1,negative,negative,score_augmented
"Fix your app!! I Can't passed pin confirmation after login and instead returned to welcome screen. I can still use the app on my old phone, but no hope on my new device because I couldn't login",fix app cant passed pin confirmation login instead returned welcome screen still use app old phone hope new device couldnt login,1,negative,negative,score_augmented
"aplikasi mobile banking yang mudah, aman, sudah diawasi OJK dan dijamin LPS. bisa melakukan transaksi dengan mudah dan cepat.",aplikasi mobile banking yang mudah aman sudah diawasi ojk dan dijamin lp bisa melakukan transaksi dengan mudah dan cepat,5,positive,positive,score_augmented
I can't login to my account. It keep notify me that 'your session has expired'.. I already reinstall it but it doesnt working.,cant login account keep notify session expired already reinstall doesnt working,1,negative,negative,score_augmented
"Aktivasi cepat, bisa jadi e-wallet juga, bisa buat nabung, bisa top up pake debit card, pokoknya keren",aktivasi cepat bisa jadi ewallet juga bisa buat nabung bisa top pake debit card pokoknya keren,5,positive,positive,score_augmented
aplikasi mobile banking terbaikk!! thank you jenius,aplikasi mobile banking terbaikk thank jenius,5,positive,positive,score_augmented
Aneh nih. Beda device minta paswword pas mau masuk ulang malah k reset terus. Benerin napa,aneh nih beda device minta paswword pa mau masuk ulang malah k reset terus benerin napa,1,negative,negative,score_augmented
Makin lama makin Licik!!!! Fee Flexy Cash Setara bunga Sebulan.. jadi total 4% bunga pinjaman + Fee..,makin lama makin licik fee flexy cash setara bunga sebulan jadi total bunga pinjaman fee,1,negative,negative,score_augmented
"This app is running so slow, and when i do chat with customer services, the chat suddenly stop when i typing... Aarrgghh",app running slow chat customer service chat suddenly stop typing aarrgghh,1,negative,negative,score_augmented
Susah login.,susah login,1,negative,negative,score_augmented
Slowest digital banking in the world,slowest digital banking world,1,negative,negative,score_augmented
"mahal bener pajaknya, tiba² bayar 120k 🦅",mahal bener pajaknya tiba bayar k,3,neutral,neutral,score_augmented
"Selalu dibilang maaf koneksi terputus... Padahal wifi rumah, paket data sdh nyala, aplikasi lain lancar.. Aplikasi nya server tutup ya",selalu dibilang maaf koneksi terputus padahal wifi rumah paket data sdh nyala aplikasi lain lancar aplikasi nya server tutup ya,2,negative,negative,score_augmented
Top up di aplikasi ini sangat mudah dan aman,top di aplikasi ini sangat mudah dan aman,5,positive,positive,score_augmented
"Pelayanan kirang, gimmick 5-15 menit pengaktifan akun",pelayanan kirang gimmick menit pengaktifan akun,1,negative,negative,score_augmented
