content,cleaned_content,score,sentiment,label_used
"Kecepatan membuka aplikasinya sangat lambat, hanya untuk melihat saving account saja",kecepatan membuka aplikasinya sangat lambat hanya untuk melihat saving account saja,3,neutral,neutral
"Sudah ga terlalu lemot, sudah bisa share lgsg bukti transfer",sudah ga terlalu lemot sudah bisa share lgsg bukti transfer,4,positive,positive
"Ini knp bayar QRIS sllu gagal hadeh, jdi malu sma penjual. Untung klo pke BCA bisa.",ini knp bayar qris sllu gagal hadeh jdi malu sma penjual untung klo pke bca bisa,1,negative,negative
"Aplikasi ga jelas, lancar bayar paylater malah tidak dikasi lagi. Uninstall bye",aplikasi ga jelas lancar bayar paylater malah tidak dikasi lagi uninstall bye,1,negative,negative
Loading lama untuk setiap transaksi,loading lama untuk setiap transaksi,1,negative,negative
"Many years as user, now I closed it -- security is so bad, I got charged for AWS subs when I didn't even have AWS acc!! I have problems closing the account as well!!! Bad service!! Don't even consider to open bank acc here, it's awful!!",many year user closed security bad got charged aws sub didnt even aws acc problem closing account well bad service dont even consider open bank acc awful,1,negative,negative
"The UI is too heavy, makes UX really my worst within banking apps. It won't load when I needed the most, it is just really heavy. Please help with this, I am tired with too much loading.",ui heavy make ux really worst within banking apps wont load needed really heavy please help tired much loading,3,neutral,neutral
"AKTIVASI dan APLIKASI mudah dan cepat, terima kasih Jenius!",aktivasi dan aplikasi mudah dan cepat terima kasih jenius,5,positive,positive
"Aplikasi e-wallet dengan proses aktivasi yang sangat mudah. Selain itu, user interface-nya sangat mudah dipahami dan keren!",aplikasi ewallet dengan prose aktivasi yang sangat mudah selain itu user interfacenya sangat mudah dipahami dan keren,5,positive,positive
Lemot,lemot,1,negative,negative
"aplikasinya bagus, ui ux nya juga simpel jadi makin mudah transaksinya",aplikasinya bagus ui ux nya juga simpel jadi makin mudah transaksinya,5,positive,positive
"gk bisa transaksi pake mcard, sama cs (iqbal & hendi) dikasih jawaban standar robot tidak solutif .. saldo anda kurang, pdhl nyata2 dikonversi juga masih sisa banyak",gk bisa transaksi pake mcard sama c iqbal hendi dikasih jawaban standar robot tidak solutif saldo anda kurang pdhl nyata dikonversi juga masih sisa banyak,1,negative,negative
"Sekian lama tdk digunakan dan coba kembali menggunakan jenius dan yeah kartu saya terjadi transaksi di Amazon Web Service, chat agent hanya sebatas menyarankan blokir kartu dan akan dikenakan charge 50rb, seperti ini SOP jenius ketika trjadi penyalahgunaan kartu? Lngsung saya tarik sisa uang di flexy savers, bye jenius",sekian lama tdk digunakan dan coba kembali menggunakan jenius dan yeah kartu saya terjadi transaksi di amazon web service chat agent hanya sebatas menyarankan blokir kartu dan akan dikenakan charge rb seperti ini sop jenius ketika trjadi penyalahgunaan kartu lngsung saya tarik sisa uang di flexy saver bye jenius,1,negative,negative
Very very slow apps... Doesnt like it,slow apps doesnt like,1,negative,negative
Woww amazing,woww amazing,5,positive,positive
Mantap fitur mbanking nya memuaskan,mantap fitur mbanking nya memuaskan,5,positive,positive
This app is IDIOT not jenius. Worst cs ever.,app idiot jenius worst c ever,1,negative,negative
"Couldnt transfer to another phone, it keeps saying my session is expired although my phone was charged for countless SMS to keep trying receiving the verification code. Annoying.",couldnt transfer another phone keep saying session expired although phone charged countless sm keep trying receiving verification code annoying,1,negative,negative
aplikasi finance online yang sangat memudahkan kita user-friendly banget...gapake ribet dan bertele tele bisa buat bayar netflix spotify loh geys...mantap lah,aplikasi finance online yang sangat memudahkan kita userfriendly bangetgapake ribet dan bertele tele bisa buat bayar netflix spotify loh geysmantap lah,5,positive,positive
Login failed.... no OTP is received,login failed otp received,1,negative,negative
"Really handy. I use this app more than any other as it's so easy to use. My regular bills are all in favourites so it's as simple as it is fast to get to them. However, there are a large number of really annoying popups you have to get rid of before the app is usable. The virtual card is especially handy for the Internet. I can leave the card details on sites such as hotel booking sites and not care if they are hacked. I don't leave any money on that card except when I want to pay something",really handy use app easy use regular bill favourite simple fast get however large number really annoying popups get rid app usable virtual card especially handy internet leave card detail site hotel booking site care hacked dont leave money card except want pay something,5,positive,positive
"Jenius bener2 helpful dalam fungsi M-Bankingnya, terutama untuk online platform seperti Netflix, Spotify! UI UX yang sangat menarik dan nice to look at. Buka rekeningnya juga gampang banget. Menabung jadi gampang di Jenius!",jenius bener helpful dalam fungsi mbankingnya terutama untuk online platform seperti netflix spotify ui ux yang sangat menarik dan nice look buka rekeningnya juga gampang banget menabung jadi gampang di jenius,5,positive,positive
Today I cannot login in the most crucial time. Some many times ths balance is not updated. This app is frustrating,today cannot login crucial time many time th balance updated app frustrating,1,negative,negative
"I cant login to my account.. ""Session expired"" Tidak bisa masuk sama sekali.. Bagaimana solusinya? Terimakasih",cant login account session expired tidak bisa masuk sama sekali bagaimana solusinya terimakasih,1,negative,negative
"Masa pijit logout malah ke scan qris, mana link devicenya bug lagi",masa pijit logout malah ke scan qris mana link devicenya bug lagi,2,negative,negative
Update terbaru malah jadi ga bisa login. Parah jenius,update terbaru malah jadi ga bisa login parah jenius,1,negative,negative
Nonton netflix jadi lebih mudah!! Nggak nyesel download aplikasi ini,nonton netflix jadi lebih mudah nggak nyesel download aplikasi ini,5,positive,positive
"Aplikasi ini tuh lengkap bngt fitur2 nya, ada wallet buat nyimpen duit, ngg cuman itu ajh, ada juga mobile banking buat seklian nabung 🤗",aplikasi ini tuh lengkap bngt fitur nya ada wallet buat nyimpen duit ngg cuman itu ajh ada juga mobile banking buat seklian nabung,5,positive,positive
"kecewa. melakukan pembayaran internasional biasa nya bisa, tapi entah kenapa saat itu tidak bisa dengan penjelasannya yaitu saldo tidak cukup dan saldo yang ada beberapa kali terpotong untuk biaya admin. padahal saldo yang kusiapkan sudah jauh lebih dari cukup jika kurs nya di konversi. menghubungi ke CS nya juga tidak menjawab kenapa bisa begitu.",kecewa melakukan pembayaran internasional biasa nya bisa tapi entah kenapa saat itu tidak bisa dengan penjelasannya yaitu saldo tidak cukup dan saldo yang ada beberapa kali terpotong untuk biaya admin padahal saldo yang kusiapkan sudah jauh lebih dari cukup jika kurs nya di konversi menghubungi ke c nya juga tidak menjawab kenapa bisa begitu,1,negative,negative
"Gak bisa login. ""Your session has expired"" mau masuk langsung expired",gak bisa login session expired mau masuk langsung expired,1,negative,negative
"sales maksa banget buset org pengen santai di mall di paksa download beginian, mana app nya jelek ternyata",sale maksa banget buset org pengen santai di mall di paksa download beginian mana app nya jelek ternyata,1,negative,negative
"Aplikasinya ga bisa buat Log In. Padahal sy sudah punya akunnya. Setelah verifikasi no tlp dan kode password utk HP, tiba2 session log out. Sudah coba di 2 hp tetep ga bisa",aplikasinya ga bisa buat log padahal sy sudah punya akunnya setelah verifikasi tlp dan kode password utk hp tiba session log sudah coba di hp tetep ga bisa,1,negative,negative
Say bertanya ke costumer service tidak dijawab. Saya tidak bisa login ke app jenius,say bertanya ke costumer service tidak dijawab saya tidak bisa login ke app jenius,1,negative,negative
Selalu muncul error your session expired,selalu muncul error session expired,1,negative,negative
Aplikasi keren aktivasi mudah,aplikasi keren aktivasi mudah,5,positive,positive
"Proses unlink device sebelumnya ribet, harus telpon ke call center, beda sm bank lain :( not recommended.",prose unlink device sebelumnya ribet harus telpon ke call center beda sm bank lain recommended,1,negative,negative
Aplikasi yang bagus dan mudah digunakan,aplikasi yang bagus dan mudah digunakan,5,positive,positive
Tidak bisa log-in,tidak bisa login,1,negative,negative
Kebanyakan popup nih. Tiap mau transaksi harus balapan sama 2 popup yg selalu muncul di halaman awal,kebanyakan popup nih tiap mau transaksi harus balapan sama popup yg selalu muncul di halaman awal,3,neutral,neutral
bad.. it took so long to verification with email when sign in,bad took long verification email sign,1,negative,negative
"Always say ""your session has expired"" everytime i tried to login",always say session expired everytime tried login,4,positive,positive
"Fail design, 1. Heavy 2. Ambiguity cash tag using dollar symbol for banking mobile 3. It's not useful active balance hide feature if you can see in wealth. 4. Highlight statements",fail design heavy ambiguity cash tag using dollar symbol banking mobile useful active balance hide feature see wealth highlight statement,2,negative,negative
Apss nya sangat slow.. loading nya lama. Padahal layanan dan kartu nya bagus.. apps nya lemot sekali seperti komputer Pentium 1..,apss nya sangat slow loading nya lama padahal layanan dan kartu nya bagus apps nya lemot sekali seperti komputer pentium,2,negative,negative
Tak bisa login,tak bisa login,1,negative,negative
Sudah bisa login kembali setelah menelepon cs jenius di call center jenius. Memang agak ribet prosesnya dengan jumlah pertanyaan konfirmasi yang lumayan banyak tetapi demi keamanan akun saya tidak keberatan kalau dirasa memang diperlukan ya.,sudah bisa login kembali setelah menelepon c jenius di call center jenius memang agak ribet prosesnya dengan jumlah pertanyaan konfirmasi yang lumayan banyak tetapi demi keamanan akun saya tidak keberatan kalau dirasa memang diperlukan ya,5,positive,positive
aplikasi jenius ini memudahkan banget buat transaksi,aplikasi jenius ini memudahkan banget buat transaksi,5,positive,positive
"Layanan CS buruk, entah gara gara apps nya yang nutup terus, notif ga ada tau tau close aja ticket, solve engga, ga ada notif apapun.",layanan c buruk entah gara gara apps nya yang nutup terus notif ga ada tau tau close aja ticket solve engga ga ada notif apapun,1,negative,negative
Aplikasi digital perbankan yang sangat praktis dan mudah digunakan dengan tampilan yang eye-catching. Poses aktivasi sangat mudah. Ga nyesel pake Jenius ⭐,aplikasi digital perbankan yang sangat praktis dan mudah digunakan dengan tampilan yang eyecatching pose aktivasi sangat mudah ga nyesel pake jenius,5,positive,positive
"keren banget jenius, mbanking paling amann",keren banget jenius mbanking paling amann,5,positive,positive
"Dengan adanya potongan 10.000 setiap bulannya namun performa appnya tidak lebih baik artinya fix saya lebih memilih tutup akun n pindah bank lain saja, sayonara semoga ada perubahan",dengan adanya potongan setiap bulannya namun performa appnya tidak lebih baik artinya fix saya lebih memilih tutup akun n pindah bank lain saja sayonara semoga ada perubahan,1,negative,negative
"Can't login, kept saying session expired, you are logged out automatically.",cant login kept saying session expired logged automatically,1,negative,negative
aplikasi mobile banking yang mudah digunakan dan proses aktivasinya juga mudah dilakukan,aplikasi mobile banking yang mudah digunakan dan prose aktivasinya juga mudah dilakukan,5,positive,positive
"Aplikasi jenius adalah aplikasi Mobile banking yang sangat mudah untuk digunakan, aktivasinya pun sangat cepat",aplikasi jenius adalah aplikasi mobile banking yang sangat mudah untuk digunakan aktivasinya pun sangat cepat,5,positive,positive
Aplikasi bagus mudah untuk transaksi sehari2,aplikasi bagus mudah untuk transaksi sehari,5,positive,positive
GEDE BANGET PAJAK MAXI SAVER. ITU PAJAK APA PALAK?,gede banget pajak maxi saver itu pajak apa palak,1,negative,negative
Aplikasi tolol mau daftar malah something wrong mulu,aplikasi tolol mau daftar malah something wrong mulu,1,negative,negative
Ribet,ribet,1,negative,negative
Mau aktifasi via VC gagal terus karena gk ada suaranya hanya tampilan videonya saja..,mau aktifasi via vc gagal terus karena gk ada suaranya hanya tampilan videonya saja,2,negative,negative
Kode otp tidak masuk,kode otp tidak masuk,1,negative,negative
"Jenius aplikasi perbankan yang jenius sesuai namanya,e wallet yang memudahkan pengguna buat transaksi dengan berbagai kemudahan,bisa buat top up pula.",jenius aplikasi perbankan yang jenius sesuai namanyae wallet yang memudahkan pengguna buat transaksi dengan berbagai kemudahanbisa buat top pula,5,positive,positive
Problem fixed,problem fixed,4,positive,positive
"Padahal koneksi dah bagus, tp sesion expired mulu pas mau login. Gajelas bgt",padahal koneksi dah bagus tp sesion expired mulu pa mau login gajelas bgt,1,negative,negative
Aplikasi yang sangat membantu sekalii,aplikasi yang sangat membantu sekalii,5,positive,positive
mau login aja mental terus ke halaman utama,mau login aja mental terus ke halaman utama,1,negative,negative
Can't login use finger print.it said broken connection.. can't unlink device by apps. Very very downgrade apps..very very poor apps..menyusahkan Yaa. Unlink device harus call..,cant login use finger printit said broken connection cant unlink device apps downgrade appsvery poor appsmenyusahkan yaa unlink device harus call,1,negative,negative
reset password sangat sulit.. email sloe respon .. semua harus menghubungi call center ?? lalu guna nya reset password masukan email hanya formalitas saja kah ?,reset password sangat sulit email sloe respon semua harus menghubungi call center lalu guna nya reset password masukan email hanya formalitas saja kah,1,negative,negative
"Aplikasi perbankan digital yang membantu penggunanya melakukan aktivitas finansial seperti menabung, bertransaksi, atau mengatur keuangan dengan mudah✨",aplikasi perbankan digital yang membantu penggunanya melakukan aktivitas finansial seperti menabung bertransaksi atau mengatur keuangan dengan mudah,5,positive,positive
"Aplikasi e wallet yang mudah digunakan, terbaik buat zaman sekarang",aplikasi e wallet yang mudah digunakan terbaik buat zaman sekarang,5,positive,positive
"Gak bisa login mulu, kenapa ya?",gak bisa login mulu kenapa ya,2,negative,negative
nice app,nice app,5,positive,positive
"Warna latar ketika input pin mengapa diubah jadi putih sih? Bikin perih mata tau, saya malah lebih suka biru sebelumnya, bisa diganti lagi g ya?",warna latar ketika input pin mengapa diubah jadi putih sih bikin perih mata tau saya malah lebih suka biru sebelumnya bisa diganti lagi g ya,2,negative,negative
"Tolong perbaiki fitur ambil gambar di aplikasinya, udh foto ktp foto npwp sampe tambah light biar terang tapi masih di katain burem.",tolong perbaiki fitur ambil gambar di aplikasinya udh foto ktp foto npwp sampe tambah light biar terang tapi masih di katain burem,2,negative,negative
Bintang 1 aja untuk pelayanan yang payah,bintang aja untuk pelayanan yang payah,1,negative,negative
Kok banyak yg ngeluh appsnya bermasalah ya? Padahal aku pake lancar² aja,kok banyak yg ngeluh appsnya bermasalah ya padahal aku pake lancar aja,5,positive,positive
Tidak bisa membuka aplikasi melapui jaringan seluler. Tolong cepat diperbaiki,tidak bisa membuka aplikasi melapui jaringan seluler tolong cepat diperbaiki,1,negative,negative
Generate sms otp code terlamaa,generate sm otp code terlamaa,3,neutral,neutral
scam,scam,1,negative,negative
keep force closing when i open the app. please fix the problem.,keep force closing open app please fix problem,1,negative,negative
"Menurutku bagus banget fiturnyanya, sangat memudahkan untuk bertransaksii, good job jenius",menurutku bagus banget fiturnyanya sangat memudahkan untuk bertransaksii good job jenius,5,positive,positive
Lame,lame,4,positive,positive
Aplikasi yang bagus banget buat menabung dan juga aplikasi e wallet yang mudah digunakann,aplikasi yang bagus banget buat menabung dan juga aplikasi e wallet yang mudah digunakann,5,positive,positive
good,good,5,positive,positive
Versi terbaru 3.17.4 malah tidak bisa log in Tanpa keterangan apa2,versi terbaru malah tidak bisa log tanpa keterangan apa,1,negative,negative
"UI aplikasinya simple jadi mudah dipahami untuk penggunanya, bisa topup berbagai e-wallet juga. keren jenius untuk aplikasi banking online",ui aplikasinya simple jadi mudah dipahami untuk penggunanya bisa topup berbagai ewallet juga keren jenius untuk aplikasi banking online,5,positive,positive
"Aplikasi jelek, error melulu. Top up e-money saldo tabungan udah kepotong tapi saldo e-money ga masuk. Contact CS susah bener, bener"" slow response. Tiati guys, ini aplikasi banyak bgt erronya.",aplikasi jelek error melulu top emoney saldo tabungan udah kepotong tapi saldo emoney ga masuk contact c susah bener bener slow response tiati guy ini aplikasi banyak bgt erronya,1,negative,negative
teknisi nya jelek!! sering banget transfer dan kirim pulsa tidak masuk tapi dana terpotong,teknisi nya jelek sering banget transfer dan kirim pulsa tidak masuk tapi dana terpotong,1,negative,negative
yikes,yikes,1,negative,negative
"Aplikasi e-wallet yang nyaman digunakan untuk menabung, transaksi, dll",aplikasi ewallet yang nyaman digunakan untuk menabung transaksi dll,5,positive,positive
"gk sesuai nama, gk jenius",gk sesuai nama gk jenius,1,negative,negative
bad,bad,1,negative,negative
"Very slow app. Mau tutup aja. Migrasi ke digital app lain. Hari ini login aja gagal mulu. Buang2 waktu. Udah banyak digital banking yg feature nya mirip2. So sad bertahun2 pakai jenius, tp hari ini lemot nya ga bisa di tolerir. Bye bye jenius. Terimakasih telah mempelopori digital banking d Indonesia. Sukses selalu. CTO nya coba evaluasi lg tech nya yah.",slow app mau tutup aja migrasi ke digital app lain hari ini login aja gagal mulu buang waktu udah banyak digital banking yg feature nya mirip sad bertahun pakai jenius tp hari ini lemot nya ga bisa di tolerir bye bye jenius terimakasih telah mempelopori digital banking indonesia sukses selalu cto nya coba evaluasi lg tech nya yah,2,negative,negative
Jeniuss terbaikkk!!,jeniuss terbaikkk,3,neutral,neutral
aplikasinya bagus dan membantu banget,aplikasinya bagus dan membantu banget,5,positive,positive
"Tidak bisa login, kode OTP pun belum diterima setelah di coba berulang kali",tidak bisa login kode otp pun belum diterima setelah di coba berulang kali,1,negative,negative
Aplikasi keluar sendiri. Dan ketika minta otp. Dan masukan kode otp.. ketendang keluar lagi dari apk. Pindah handphone juga sama. Heran. Coba la aplikasi kok error gini,aplikasi keluar sendiri dan ketika minta otp dan masukan kode otp ketendang keluar lagi dari apk pindah handphone juga sama heran coba la aplikasi kok error gini,1,negative,negative
Can not login. The apps just crashed.,login apps crashed,1,negative,negative
Jenius bgst mau unlink devices udah call abis pulsa 20rb jawabannya cs sibuk mulu taik,jenius bgst mau unlink device udah call abis pulsa rb jawabannya c sibuk mulu taik,1,negative,negative
najis,najis,1,negative,negative
"Tidak bisa login, your session has expired",tidak bisa login session expired,1,negative,negative
Memakai bank sudah menyulitkan nabasah karena hanya ingin pindah device dan sudah coba hubungi lewat internasional gagal. Menurut saya pelayanan kurang dan tidak ada solusi yang baik,memakai bank sudah menyulitkan nabasah karena hanya ingin pindah device dan sudah coba hubungi lewat internasional gagal menurut saya pelayanan kurang dan tidak ada solusi yang baik,1,negative,negative
This Good but Now I Cant Login On Phone with Android 11.0 Always Show Session Expired. Have Been Clear Cache & Data Still not Help. Please Fix it.,good cant login phone android always show session expired clear cache data still help please fix,2,negative,negative
"aplikasi yg sangat membaantu untuk menabung, atur pengeluaran, pembayaran online dl the best pokonya recommended 🥰🥰",aplikasi yg sangat membaantu untuk menabung atur pengeluaran pembayaran online dl best pokonya recommended,5,positive,positive
apa yg bikin berat ya kira²?,apa yg bikin berat ya kira,1,negative,negative
aplikasi lengkap.. tapi lemot parah,aplikasi lengkap tapi lemot parah,3,neutral,neutral
"jangan percaya sales dari bank ini, mereka tidak menginfokan soal tagihan apa saja yg akan dikenakan pada nasabah sehingga bisa tiba2 menarik dana nasabah. tilong salesnya dilatih lg soal komunikasi",jangan percaya sale dari bank ini mereka tidak menginfokan soal tagihan apa saja yg akan dikenakan pada nasabah sehingga bisa tiba menarik dana nasabah tilong salesnya dilatih lg soal komunikasi,1,negative,negative
Lancar,lancar,5,positive,positive
Error after update,error update,1,negative,negative
"aktivasi akun antiii ribet, sat set sat set pokonyaaa✨ bestt jenius😎",aktivasi akun antiii ribet sat set sat set pokonyaaa bestt jenius,5,positive,positive
Aplikasi susah dibuka pada saat dibutuhkan. Terjadi berkali-kali pula,aplikasi susah dibuka pada saat dibutuhkan terjadi berkalikali pula,1,negative,negative
"aplikasi jenius ini adalah salah satu mobile banking yang sangat memudahkan kita dalam menabung di bank secara online, pelayannya cukup memuaskan.",aplikasi jenius ini adalah salah satu mobile banking yang sangat memudahkan kita dalam menabung di bank secara online pelayannya cukup memuaskan,5,positive,positive
"Lama sekali download bukti transfer, bisa lebih Dari 10 menit. Transaksi ke ban BCA selalu gagal padahal ke bank lain bisa, walaupun lama. Mohon diperbaiki.",lama sekali download bukti transfer bisa lebih dari menit transaksi ke ban bca selalu gagal padahal ke bank lain bisa walaupun lama mohon diperbaiki,1,negative,negative
Gak bisa login ini gimana.. YOUR SESSION HAS EXPIRED TERUS.,gak bisa login ini gimana session expired terus,2,negative,negative
lemot,lemot,1,negative,negative
BANG SAT,bang sat,1,negative,negative
"Wajar sih banyak yg jengkel, soalnya dari aplikasi Jenius ngga diberitahu dengan jelas kalau Jenius hanya boleh berjalan di 1 device (peraturan baru sejak Juni 2021), yang muncul malah pesan error ""session expired"". Saya asumsikan untuk membuat notifikasi khusus masalah login di device baru ini bukan task yang sangat sulit. Setelah telpon call center selama 11 menit, ga sampe 1 menit Jenius yg lama udah ke unlink. Ya begitulah...",wajar sih banyak yg jengkel soalnya dari aplikasi jenius ngga diberitahu dengan jelas kalau jenius hanya boleh berjalan di device peraturan baru sejak juni yang muncul malah pesan error session expired saya asumsikan untuk membuat notifikasi khusus masalah login di device baru ini bukan task yang sangat sulit setelah telpon call center selama menit ga sampe menit jenius yg lama udah ke unlink ya begitulah,4,positive,positive
"Sampah!!!! Login susah, padahal udh terupdate !!!!!!!",sampah login susah padahal udh terupdate,1,negative,negative
Bad,bad,1,negative,negative
app yang bagus banget ngebantu aku buat transaksi sana-sini,app yang bagus banget ngebantu aku buat transaksi sanasini,5,positive,positive
"Back to *5 because ""CREDIBILITY"" is not been downsized forcefully like before.",back credibility downsized forcefully like,5,positive,positive
"Aktivasi yang mudah dan proses aplikasi yang sangat cepat,cocok banget buat yang gak mau ribet,pilihan menu yang lengkap untuk smua transaksi",aktivasi yang mudah dan prose aplikasi yang sangat cepatcocok banget buat yang gak mau ribetpilihan menu yang lengkap untuk smua transaksi,5,positive,positive
Setelah update ke versi terbaru 3.20.2 aplikasi tidak bisa berjalan. Setelah login selalu dipaksa keluar.,setelah update ke versi terbaru aplikasi tidak bisa berjalan setelah login selalu dipaksa keluar,3,neutral,neutral
"Transfer dari paypal ke jenius biasanya cmn beberpa menit masuk, sekarang lama banget..",transfer dari paypal ke jenius biasanya cmn beberpa menit masuk sekarang lama banget,1,negative,negative
pelayanan untuk unlink pergantian perangkat terlalu ribet,pelayanan untuk unlink pergantian perangkat terlalu ribet,1,negative,negative
"Bisa jadi salah satu onestop apps, karena bisa bayar semuanya langsung. bisa jadi mbanking, bayar netflix , bayar spotify dengan UI UX simpel yang gampang dinikmati",bisa jadi salah satu onestop apps karena bisa bayar semuanya langsung bisa jadi mbanking bayar netflix bayar spotify dengan ui ux simpel yang gampang dinikmati,5,positive,positive
"Tidak Bisa Login, Padahal Pass Benar Dan Jaringan Lancar",tidak bisa login padahal pas benar dan jaringan lancar,1,negative,negative
"Akhir bulan gini lagi gajian mau kelola duit, nah app ga bisa di buka sudah beberapa hari crash. Kacau nih jenius, kacau-kacau",akhir bulan gini lagi gajian mau kelola duit nah app ga bisa di buka sudah beberapa hari crash kacau nih jenius kacaukacau,1,negative,negative
"Sudah mencoba untuk log in di hp baru tapi masih saja bermasalah. ""Your log in is expired"" or something. Tolong perbaiki. Saya malas bawa hp lama hanya untuk check jenius",sudah mencoba untuk log di hp baru tapi masih saja bermasalah log expired something tolong perbaiki saya malas bawa hp lama hanya untuk check jenius,1,negative,negative
"Setiap kali masukin pin, app tutup sendiri. Tolong",setiap kali masukin pin app tutup sendiri tolong,1,negative,negative
"Aplikasi error, Rusak",aplikasi error rusak,1,negative,negative
"Why I got 0 free transaction ? My average has been reach the minimum, Please bring it back that privilege",got free transaction average reach minimum please bring back privilege,3,neutral,neutral
I don't use other banking apps now. This is more convenient. Been using it for almost 5 years now,dont use banking apps convenient using almost year,5,positive,positive
"Fasilitas yang membuat nasabahnya ribet & bingung, yang seharusnya dibuat secara mudah malah dibikin susah, login akun di beda device aja ga bisa, jelas-jelas akunnya punya sendiri, disuruh ke cabang jenius atau telpon, saya ga ada waktu buat ke cabang jeniusnya, di telpon pun ga diangkat-angkat maunya apa coba, kalo gini terus cara pelayanannya cepet-cepet bangkrut deh Jenius, biar nasabahnya pindah ke app sejenisnya",fasilitas yang membuat nasabahnya ribet bingung yang seharusnya dibuat secara mudah malah dibikin susah login akun di beda device aja ga bisa jelasjelas akunnya punya sendiri disuruh ke cabang jenius atau telpon saya ga ada waktu buat ke cabang jeniusnya di telpon pun ga diangkatangkat maunya apa coba kalo gini terus cara pelayanannya cepetcepet bangkrut deh jenius biar nasabahnya pindah ke app sejenisnya,1,negative,negative
"Easy to use and so goo,i like this app",easy use gooi like app,5,positive,positive
"Jenius memudahkan kita, gak ribet",jenius memudahkan kita gak ribet,5,positive,positive
"Bagus, praktis, cuma sayang agak lambat dan laggy",bagus praktis cuma sayang agak lambat dan laggy,4,positive,positive
"Jenius sangat membantu selama pandemi yang harus serba online, aktivasinya juga tidak memakan banyak waktu, jadi saya dapat segera menggunakan mobile banking dan e-wallet. Aplikasi ini memiliki layanan yang bagus dan membuat saya merasa aman menyimpan uang saya di sini. Aplikasi bagus dan direkomendasikan bagi siswa, mudah untuk digunakan dan membantu untuk pembelian secara online",jenius sangat membantu selama pandemi yang harus serba online aktivasinya juga tidak memakan banyak waktu jadi saya dapat segera menggunakan mobile banking dan ewallet aplikasi ini memiliki layanan yang bagus dan membuat saya merasa aman menyimpan uang saya di sini aplikasi bagus dan direkomendasikan bagi siswa mudah untuk digunakan dan membantu untuk pembelian secara online,5,positive,positive
"Memang bank lansia! Aplikasi lamban dan menguras baterai, kek lansia yg sudah mau mati. CS juga tidak responsif, lalod kek kakek nenek, kentara skali gaji buta. Banknya juga sudah mau mati jika dapen2 dipindah ke bank himbara. Panatas dapat bintang 0! Aplikasi lolok Memang 😁",memang bank lansia aplikasi lamban dan menguras baterai kek lansia yg sudah mau mati c juga tidak responsif lalod kek kakek nenek kentara skali gaji buta banknya juga sudah mau mati jika dapen dipindah ke bank himbara panatas dapat bintang aplikasi lolok memang,1,negative,negative
"uda Nasabah lama, pelayanan nya payah, chat nya ga dibales, cs nya jawabannya text book banget, ga ngerti maksud Nasabah. transfer duit kata nya real-time, tapi ga langsung masuk, giliran dikomplain jawabannya musti tunggu 1x24 jam hari kerja, baru bs komplain?? itu namanya BUKAN REAL TIME TRANSFER, KALAU ONLINE TRANSFER MAU JAM BERAPAPUN LANGSUNG MASUK. bank kok kayak gini.",uda nasabah lama pelayanan nya payah chat nya ga dibales c nya jawabannya text book banget ga ngerti maksud nasabah transfer duit kata nya realtime tapi ga langsung masuk giliran dikomplain jawabannya musti tunggu x jam hari kerja baru b komplain itu namanya bukan real time transfer kalau online transfer mau jam berapapun langsung masuk bank kok kayak gini,1,negative,negative
"such a good app to manage my finance. easy to use, safe, and it's ease me to do mbanking, top up, and etc. LOVE IT! ✨",good app manage finance easy use safe ease mbanking top etc love,5,positive,positive
gagal menampilkan CVV,gagal menampilkan cvv,1,negative,negative
jangan selalu tampilkan notifikasi PUNDI pada saat aplikasi dibuka. atau ada pilihan untuk jangan tampilkan lagi. ini sangat mengganggu.,jangan selalu tampilkan notifikasi pundi pada saat aplikasi dibuka atau ada pilihan untuk jangan tampilkan lagi ini sangat mengganggu,3,neutral,neutral
"Sejak ada fitur QR, saya suka sekali dengan aplikasi jenius salah satu bank digital terbaik",sejak ada fitur qr saya suka sekali dengan aplikasi jenius salah satu bank digital terbaik,5,positive,positive
"Bagus aplikasinya, banyak fitur dan manfaat, semoga jenius terus berkembang 😊",bagus aplikasinya banyak fitur dan manfaat semoga jenius terus berkembang,5,positive,positive
Jenius emang top Dapat mempermudah pembayaran transaksi online 👍,jenius emang top dapat mempermudah pembayaran transaksi online,5,positive,positive
"Really bad customer service. Request mcard dari tanggal 15 Desember 2021, sampe sekarang belum dateng. Live chat nggak jelas tiap 2 menid disconnected padahal petugasnya belom bales chat.",really bad customer service request mcard dari tanggal desember sampe sekarang belum dateng live chat nggak jelas tiap menid disconnected padahal petugasnya belom bale chat,1,negative,negative
"This application is good. It helps me to handle everything about money. It makes easier than another. Even, I can do top up when the limit almost done. Great, Jenius!",application good help handle everything money make easier another even top limit almost done great jenius,5,positive,positive
